"","site","year_mo","year","plotID","easting","northing","latitude","longitude","Dominant_NLCD_Classes","NLCD_Classes_Abb","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","scale","invaded","turnover","nestedness","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","ID2","system.index","easting","first","northing","plotID","site","year","year_mo",".geo","p_IDn","plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge","p_IDn","ID2"
"9.1","ABBY","2018-06",2018,"ABBY_010",548516.969,5069410.372,45.776549,-122.375934,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.655975732,0.218658577,3,1.669824115,0.041745603,40,1.609256408,0.048765346,33,1.777135881,0.253876554,7,0.98209584,0.010531859,0.007372301,77.70833333,0.833333333,0.583333333,0.992627699,78.54166667,1.705892964,0.039671929,43,1.495192671,0.059807707,25,"plot","invaded",0.705501618,0.078346363,35.50849235,42.001,2.311363628,0.111111111,0.888888889,2.479345604,9.742658428,0.34776874,4.582352036,0.676449255,0.942681698,5.055507573,0.676449255,27.1355,30.517,"2018ABBY_010548516.969","00000000000000000005",548516.969,42,5069410.372,"ABBY_010","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.37593495705507,45.776547272437384]}","ABBY_010548516.9695069410.372","ABBY_010","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.776549,-122.375934,"WGS84","10N",548516.969,5069410.372,0.17,552.63,0.25,552.07,561.09,3.43,135,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160608,611,6.7,2.8,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_010548516.9695069410.372","2018ABBY_010548516.969"
"27","ABBY","2018-06",2018,"ABBY_028",548548.121,5065945.355,45.745361,-122.375882,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0,0,1,1.72244359,0.071768483,24,1.610013398,0.084737547,19,1.401945459,0.280389092,5,0.973154362,0.025167785,0.001677852,36.25,0.9375,0.0625,0.998322148,37.1875,1.731951908,0.069278076,25,1.582243284,0.087902405,18,"plot","invaded",0.836538462,0.056878466,9.594438776,12.943,1.735692034,0.111111111,0.888888889,1.754148776,2.924647577,0.461148166,0.538793387,0.551496101,0.835049764,4.945833347,0.551496101,4.33,6.72,"2018ABBY_028548548.121","00000000000000000006",548548.121,42,5065945.355,"ABBY_028","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.37588144784242,45.74536031966959]}","ABBY_028548548.1215065945.355","ABBY_028","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.745361,-122.375882,"WGS84","10N",548548.121,5065945.355,0.1,599.2,0.15,593.22,603.7,9.15,240,"mixedForest","Inceptisols","Geo 7X (H-Star)",20160519,304,1.9,1.3,"bet|div",40,"ABBY_028548548.1215065945.355","2018ABBY_028548548.121"
"12","ABBY","2018-06",2018,"ABBY_013",548787.33,5065944.038,45.745332,-122.372807,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",1.877903247,0.117368953,16,2.824463851,0.052304886,54,2.674876575,0.056912268,47,1.399040846,0.199862978,7,0.717598557,0.045349137,0.237052306,58.02083333,3.666666667,19.16666667,0.762947694,61.6875,3.147737773,0.044967682,70,2.454999675,0.07671874,32,"plot","invaded",0.751902588,0.040718278,0.447654822,2.323,1.099437161,0.106575964,0.893424036,0.41908925,0.475066828,0.7096373,0.124906997,0.130767732,0.965594243,0,0.130767732,0.313,0.599,"2018ABBY_013548787.33","00000000000000000007",548787.33,52,5065944.038,"ABBY_013","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.3728091272166,45.74533356506326]}","ABBY_013548787.335065944.038","ABBY_013","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.745332,-122.372807,"WGS84","10N",548787.33,5065944.038,0.1,632.58,0.1,629.91,633.91,1.72,134,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160518,126,1.2,0.7,"brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_013548787.335065944.038","2018ABBY_013548787.33"
"3","ABBY","2018-06",2018,"ABBY_003",548906.122,5067798.686,45.762016,-122.371092,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",1.91110642,0.191110642,10,2.489529911,0.050806733,49,2.375037422,0.05654851,42,1.714981652,0.244997379,7,0.946818613,0.02912314,0.024058246,62.3125,1.916666667,1.583333333,0.975941754,64.22916667,2.589052313,0.043882243,59,2.256757332,0.075225244,30,"plot","invaded",0.723044397,0.067355603,7.012491228,11.391,2.05220585,0.095238095,0.904761905,2.001626089,2.521505621,0.589176475,0.768040226,0.513455247,0.856338121,3.766453499,0.513455247,2.0485,4.158,"2018ABBY_003548906.122","00000000000000000008",548906.122,42,5067798.686,"ABBY_003","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.37109237331103,45.762015062104204]}","ABBY_003548906.1225067798.686","ABBY_003","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.762016,-122.371092,"WGS84","10N",548906.122,5067798.686,0.1,602.39,0.1,598.29,606.12,5.99,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160517,309,1.9,1.1,"bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40,"ABBY_003548906.1225067798.686","2018ABBY_003548906.122"
"NA.69","ABBY","2018-06",2018,"ABBY_017",548997.257,5068993.563,45.772764,-122.369799,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.857174044,0.214293511,4,2.605248497,0.089836155,29,2.458664458,0.111757475,22,1.568150103,0.224021443,7,0.922912206,0.04496788,0.032119914,26.9375,1.3125,0.9375,0.967880086,28.25,2.691136181,0.081549581,33,2.21612088,0.105529566,21,"plot","invaded",0.868686869,0.032578954,6.143914729,12.271,2.401566513,0.12244898,0.87755102,2.908757114,2.715331059,0.599910077,0.71482021,0.527279837,0.868780117,3.618205123,0.527279837,2.2435,4.5295,"2018ABBY_017548997.257","00000000000000000009",548997.257,42,5068993.563,"ABBY_017","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.36979923400554,45.77276595474406]}","ABBY_017548997.2575068993.563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018ABBY_017548997.257"
"6.1","ABBY","2018-06",2018,"ABBY_007",549684.252,5068573.756,45.768936,-122.361007,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",2.046221855,0.186020169,11,2.955931582,0.07389829,40,2.802601444,0.082429454,34,1.578362323,0.263060387,6,0.775947282,0.049423394,0.174629325,9.8125,0.625,2.208333333,0.825370675,10.4375,3.260220782,0.063925898,51,2.465509844,0.102729577,24,"plot","invaded",0.765133172,0.060406396,0.704324051,3.641,1.081017859,0.10430839,0.89569161,0.522082886,0.49827286,0.72848424,0.080014889,0.130645365,0.969958572,0.187411925,0.130645365,0.333,0.574,"2018ABBY_007549684.252","0000000000000000000a",549684.252,42,5068573.756,"ABBY_007","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.36100588672811,45.76893558693915]}","ABBY_007549684.2525068573.756","ABBY_007","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.768936,-122.361007,"WGS84","10N",549684.252,5068573.756,0.23,444.48,0.26,437.62,454.29,9.65,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160518,747,6.7,5.7,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_007549684.2525068573.756","2018ABBY_007549684.252"
"10.1","ABBY","2018-06",2018,"ABBY_011",549863.536,5065733.54,45.743361,-122.358994,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",1.706271801,0.121876557,14,2.635991911,0.053795753,49,2.509320191,0.058356284,43,1.30783221,0.261566442,5,0.690135811,0.027877055,0.281987134,40.22916667,1.625,16.4375,0.718415418,41.9375,2.968640737,0.047121282,63,2.066569162,0.076539599,27,"plot","invaded",0.661596958,0.075089432,2.277534211,4.525,1.123370738,0.138321995,0.861678005,0.857059282,0.978022019,0.581961409,0.482885825,0.307524374,0.830582259,1.657780296,0.307524374,0.963,1.555,"2018ABBY_011549863.536","0000000000000000000b",549863.536,71,5065733.54,"ABBY_011","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.35899483215304,45.74336264239764]}","ABBY_011549863.5365065733.54","ABBY_011","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.743361,-122.358994,"WGS84","10N",549863.536,5065733.54,0.1,497.02,0.1,488.99,503.7,11.53,225,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20160518,206,1.5,0.7,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_011549863.5365065733.54","2018ABBY_011549863.536"
"7.1","ABBY","2018-06",2018,"ABBY_008",550131.807,5068846.389,45.771358,-122.355223,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.376770161,0.188385081,2,1.777853681,0.061305299,29,1.728077568,0.072003232,24,1.044122823,0.261030706,4,0.986060606,0.009090909,0.004848485,67.79166667,0.625,0.333333333,0.995154452,68.45833333,1.801723746,0.058120121,31,1.56352945,0.086862747,18,"plot","invaded",0.758842444,0.019264065,42.09001809,50.094,3.092413526,0.12244898,0.87755102,4.284468134,11.40705552,0.346923655,4.209776293,0.77022631,0.944321495,5.826944646,0.77022631,30.275,35.758,"2018ABBY_008550131.807","0000000000000000000c",550131.807,71,5068846.389,"ABBY_008","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.3552224326618,45.771356878811176]}","ABBY_008550131.8075068846.389","ABBY_008","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.771358,-122.355223,"WGS84","10N",550131.807,5068846.389,0.21,352.64,0.36,347.65,359.4,9.09,45,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160519,351,4,1.8,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_008550131.8075068846.389","2018ABBY_008550131.807"
"1","ABBY","2018-06",2018,"ABBY_001",550819.025,5068992.14,45.772619,-122.346369,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.450561209,0.225280604,2,1.580001214,0.042702736,37,1.535754365,0.047992324,32,1.392881433,0.278576287,5,0.987885463,0.007709251,0.004405286,56.0625,0.4375,0.25,0.995594714,56.5,1.603319734,0.041110762,39,1.476315641,0.064187637,23,"plot","invaded",0.759689922,0.063671901,39.52175819,53.709,4.280943743,0.099773243,0.900226757,7.252525724,15.7647662,0.63559133,5.719283884,0.838870495,0.946290559,6.475291855,0.838870495,5.8475,30.49,"2018ABBY_001550819.025","0000000000000000000d",550819.025,42,5068992.14,"ABBY_001","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.34637111707072,45.7726188044093]}","ABBY_001550819.0255068992.14","ABBY_001","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.772619,-122.346369,"WGS84","10N",550819.025,5068992.14,0.26,302.62,0.3,297.45,307.65,7.8,135,"evergreenForest","Andisols","Geo 7X (H-Star)",20160511,641,3.9,2.4,"bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40,"ABBY_001550819.0255068992.14","2018ABBY_001550819.025"
"23","ABBY","2018-06",2018,"ABBY_024",551355.845,5065525.515,45.741379,-122.339833,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.535883259,0.107176652,5,1.305264377,0.068698125,19,1.05445171,0.065903232,16,0.419555892,0.139851964,3,0.72815534,0.074895978,0.196948682,32.8125,3.375,8.875,0.803051318,36.1875,1.649878971,0.068744957,24,1.438400535,0.110646195,13,"plot","invaded",0.78021978,0.076923077,0.785310526,2.841,1.07597846,0.138321995,0.861678005,0.311659163,0.337921652,0.645328023,0.095257123,0.070287185,0.990263774,0,0.070287185,0.264,0.461,"2018ABBY_024551355.845","0000000000000000000e",551355.845,71,5065525.515,"ABBY_024","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.33983407492637,45.74137834242886]}","ABBY_024551355.8455065525.515","ABBY_024","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.741379,-122.339833,"WGS84","10N",551355.845,5065525.515,0.34,383.37,0.41,375.09,384.5,0,0,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160526,153,1.9,1,"div",40,"ABBY_024551355.8455065525.515","2018ABBY_024551355.845"
"15","ABBY","2018-06",2018,"ABBY_016",551927.684,5066154.244,45.746995,-122.332415,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0,0,1,1.542315869,0.102821058,15,1.517121707,0.108365836,14,0,0,1,0.992882562,0.005338078,0.001779359,34.875,0.1875,0.0625,0.998220641,35.0625,1.552615328,0.097038458,16,1.316513244,0.146279249,9,"plot","invaded",0.8,0.069791667,39.4713599,47.813,2.763414114,0.117913832,0.882086168,3.548363009,13.85538272,0.50254076,3.033035364,0.76990673,0.946533894,5.481845044,0.76990673,23.76725,33.074,"2018ABBY_016551927.684","0000000000000000000f",551927.684,42,5066154.244,"ABBY_016","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.33241413077344,45.7469968097562]}","ABBY_016551927.6845066154.244","ABBY_016","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.746995,-122.332416,"WGS84","10N",551927.684,5066154.244,0.13,379.84,0.16,379.84,387.23,5.94,135,"evergreenForest","Andisols","Geo 7X (H-Star)",20160517,313,5.6,1.7,"brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_016551927.6845066154.244","2018ABBY_016551927.684"
"31","ABBY","2018-06",2018,"ABBY_061",552011.163,5067872.242,45.762451,-122.331158,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",2.074599092,0.207459909,10,1.675492203,0.041887305,40,1.599089944,0.048457271,33,1.751679905,0.250239986,7,0.951526032,0.013644524,0.034829443,55.20833333,0.791666667,2.020833333,0.965170557,56,1.840541223,0.036810824,50,1.665071832,0.061669327,27,"plot","invaded",0.69047619,0.093307593,5.737065491,8.508,1.771171685,0.099773243,0.900226757,1.46532536,2.014889927,0.589654448,0.554346681,0.460023884,0.827618066,3.282564624,0.460023884,1.87,3.415,"2018ABBY_061552011.163","00000000000000000010",552011.163,52,5067872.242,"ABBY_061","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.33115666427636,45.76245205400744]}","ABBY_061552011.1635067872.242","ABBY_061","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","tower","basePlot",NA,1600,"40m x 40m",45.762451,-122.331158,"WGS84","10N",552011.163,5067872.242,0.1,362.83,0.1,360.5,362.83,3.09,45,"evergreenForest","Andisols","Geo 7X (H-Star)",20150715,886,1.5,0.8,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"ABBY_061552011.1635067872.242","2018ABBY_061552011.163"
"43","ABBY","2018-06",2018,"ABBY_070",552040.539,5067746.934,45.761334,-122.330793,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",1.140720196,0.285180049,4,1.959532872,0.067570099,29,1.892631698,0.075705268,25,1.055633433,0.263908358,4,0.971084337,0.015261044,0.013654618,75.5625,1.1875,1.0625,0.986345382,76.75,2.020541791,0.061228539,33,1.924255748,0.091631226,21,"plot","invaded",0.852941176,0.031785048,5.63955527,9.324,1.833112391,0.117913832,0.882086168,1.413042203,2.053355534,0.590689032,0.38718033,0.468423126,0.850490148,3.15795741,0.468423126,1.77,3.424,"2018ABBY_070552040.539","00000000000000000011",552040.539,52,5067746.934,"ABBY_070","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.33079101798998,45.76133281964302]}","ABBY_070552040.5395067746.934","ABBY_070","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","tower","basePlot",NA,1600,"40m x 40m",45.761334,-122.330793,"WGS84","10N",552040.539,5067746.934,0.1,363.12,0.1,359,363.86,1.78,90,"evergreenForest","Andisols","Geo 7X (H-Star)",20150722,701,1.9,1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"ABBY_070552040.5395067746.934","2018ABBY_070552040.539"
"34","ABBY","2018-06",2018,"ABBY_063",552099.975,5067656.284,45.760513,-122.330039,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",1.8882199,0.171656355,11,2.333742995,0.059839564,39,2.235841112,0.065760033,34,1.509026754,0.301805351,5,0.914861269,0.023185101,0.06195363,50.14583333,1.270833333,3.395833333,0.93804637,51.41666667,2.538450728,0.050769015,50,2.32279754,0.082957055,28,"plot","invaded",0.760204082,0.069197007,3.59511509,7.58,1.947761794,0.113378685,0.886621315,1.790003875,1.825370256,0.796515633,0.436000498,0.402329684,0.905057066,1.675489635,0.402329684,0.685,1.915,"2018ABBY_063552099.975","00000000000000000012",552099.975,52,5067656.284,"ABBY_063","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.33003742991195,45.7605123450492]}","ABBY_063552099.9755067656.284","ABBY_063","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","tower","basePlot",NA,1600,"40m x 40m",45.760513,-122.330038,"WGS84","10N",552099.975,5067656.284,0.1,362.15,0.1,361.25,362.95,0,0,"evergreenForest","Andisols","Geo 7X",20150722,719,2,1.1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"ABBY_063552099.9755067656.284","2018ABBY_063552099.975"
"18","ABBY","2018-06",2018,"ABBY_019",552435.104,5066780.441,45.752593,-122.325825,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",1.002718265,0.250679566,4,1.697110622,0.060611094,28,1.664124224,0.066564969,25,1.060856947,0.353618982,3,0.988103106,0.005948447,0.005948447,93.4375,0.5625,0.5625,0.994051553,94,1.729394346,0.054043573,32,1.663829565,0.075628617,22,"plot","invaded",0.837606838,0.049297924,11.47173684,47.746,4.072674962,0.138321995,0.861678005,12.36192236,11.86083322,1.447481558,0.493601173,0.581510561,0.96461142,4.057168368,0.581510561,2.528,4.118,"2018ABBY_019552435.104","00000000000000000013",552435.104,52,5066780.441,"ABBY_019","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.32582357941642,45.752592981578275]}","ABBY_019552435.1045066780.441","ABBY_019","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.752593,-122.325825,"WGS84","10N",552435.104,5066780.441,0.1,418.15,0.1,412.69,421.77,13.5,90,"evergreenForest","Andisols","Geo 7X (H-Star)",20160606,659,1.7,0.9,"brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_019552435.1045066780.441","2018ABBY_019552435.104"
"24","ABBY","2018-06",2018,"ABBY_025",552523.063,5068663.055,45.76953,-122.324489,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.830471712,0.276823904,3,1.022894342,0.02622806,39,0.976459268,0.02871939,34,1.359236701,0.27184734,5,0.98245614,0.007309942,0.010233918,56,0.416666667,0.583333333,0.989766082,56.41666667,1.077998778,0.025666638,42,0.887110768,0.040323217,22,"plot","invaded",0.701754386,0.075732525,28.82057436,44.427,3.278471344,0.115646259,0.884353741,5.529015387,8.299057159,0.408462695,2.12322359,0.754305301,0.919962535,7.924984862,0.754305301,17.69,21.482,"2018ABBY_025552523.063","00000000000000000014",552523.063,42,5068663.055,"ABBY_025","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.32449030820146,45.76953310648032]}","ABBY_025552523.0635068663.055","ABBY_025","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.76953,-122.324489,"WGS84","10N",552523.063,5068663.055,0.2,321.8,0.25,314.7,325.76,12.68,135,"mixedForest","Andisols","Geo 7X (H-Star)",20160516,553,3.8,2,"cdw|cfc|dhp|div|hbp|vst",40,"ABBY_025552523.0635068663.055","2018ABBY_025552523.063"
"21","ABBY","2018-06",2018,"ABBY_022",552851.961,5067112.393,45.755549,-122.320429,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",1.417403076,0.118116923,12,2.116739652,0.081413064,26,2.014294159,0.091558825,22,1.320888343,0.330222086,4,0.329308452,0.008781559,0.661909989,18.75,0.5,37.6875,0.338090011,19.25,2.293602244,0.060357954,38,1.76913934,0.093112597,19,"plot","invaded",0.818443804,0.03297129,1.041178571,2.924,1.127369878,0.111111111,0.888888889,0.425829041,0.424395131,0.589339474,0.198197477,0.119916773,0.977411172,0.139769776,0.119916773,0.44,0.67,"2018ABBY_022552851.961","00000000000000000015",552851.961,52,5067112.393,"ABBY_022","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.32042806714178,45.75554936557671]}","ABBY_022552851.9615067112.393","ABBY_022","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.755549,-122.320429,"WGS84","10N",552851.961,5067112.393,0.1,386.55,0.1,384.41,390.12,6.56,225,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160519,153,1.8,1.1,"div",40,"ABBY_022552851.9615067112.393","2018ABBY_022552851.961"
"13","ABBY","2018-06",2018,"ABBY_014",553093.765,5066629.74,45.751186,-122.317373,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.693147181,0.34657359,2,0.174674051,0.017467405,10,0.136214044,0.022702341,6,1.33217904,0.33304476,4,0.988729508,0.005122951,0.006147541,60.3125,0.3125,0.375,0.993852459,60.625,0.215291445,0.017940954,12,0.191793255,0.023974157,8,"plot","invaded",0.711864407,0.148791331,45.92992982,52.785,2.406527786,0.095238095,0.904761905,3.015912835,13.56653593,0.389202496,2.927137709,0.789564284,0.935362375,7.593939514,0.789564284,33.054,38.926,"2018ABBY_014553093.765","00000000000000000016",553093.765,42,5066629.74,"ABBY_014","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.31737358292014,45.75118836474645]}","ABBY_014553093.7655066629.74","ABBY_014","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.751186,-122.317373,"WGS84","10N",553093.765,5066629.74,0.36,466.02,0.4,450.32,481.29,24.23,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160613,1210,159.5,89,"brd|cdw|cfc|dhp|div|hbp|vst",40,"ABBY_014553093.7655066629.74","2018ABBY_014553093.765"
"20","ABBY","2018-06",2018,"ABBY_021",553121.174,5065824.511,45.743937,-122.317109,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.764484955,0.127414159,6,1.70850221,0.106781388,16,1.693919707,0.11292798,15,0,0,1,0.748414376,0.002114165,0.249471459,44.25,0.125,14.75,0.750528541,44.375,2.034750586,0.092488663,22,1.723128152,0.143594013,12,"plot","invaded",0.771929825,0.085734409,1.916732804,4.386,1.228713131,0.142857143,0.857142857,0.615033716,0.738886713,0.632012301,0.227529618,0.236941851,0.907639867,0.863619285,0.236941851,0.557,1.069,"2018ABBY_021553121.174","00000000000000000017",553121.174,71,5065824.511,"ABBY_021","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.317110495958,45.74393786643354]}","ABBY_021553121.1745065824.511","ABBY_021","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.743937,-122.317109,"WGS84","10N",553121.174,5065824.511,0.1,500.61,0.1,493.3,505.65,14.04,45,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160519,123,1.6,0.9,"div",40,"ABBY_021553121.1745065824.511","2018ABBY_021553121.174"
"29","ABBY","2018-06",2018,"ABBY_030",553149.702,5068991.248,45.772435,-122.316395,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","EGHSS",0.693147181,0.34657359,2,1.34443413,0.079084361,17,1.339214141,0.083700884,16,0,0,1,0.997713415,0.000762195,0.00152439,81.8125,0.0625,0.125,0.99847561,81.875,1.354851983,0.071307999,19,1.272935519,0.10607796,12,"plot","invaded",0.871287129,0.05086856,28.49805882,45.158,3.473102223,0.113378685,0.886621315,11.26853286,13.56484886,0.683564414,5.549644688,0.84387209,0.944094072,5.588815539,0.84387209,5.84725,19.5475,"2018ABBY_030553149.702","00000000000000000018",553149.702,43,5068991.248,"ABBY_030","ABBY",2018,"2018-06","{""type"":""Point"",""coordinates"":[-122.31639703978945,45.772435981266106]}","ABBY_030553149.7025068991.248","ABBY_030","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road NEON","ABBY","distributed","basePlot",NA,1600,"40m x 40m",45.772435,-122.316394,"WGS84","10N",553149.702,5068991.248,0.29,377.14,0.35,369.42,379.8,9.98,45,"mixedForest","Andisols","Geo 7X (H-Star)",20160616,1253,12.3,5.7,"div",40,"ABBY_030553149.7025068991.248","2018ABBY_030553149.702"
